date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:05	394/394	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Mar%202024%2001:39:06%20GMT	https://noodleth.com/robots.txt		(from )
20:39:05	104395/104395	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2001:39:06%20GMT	https://noodleth.com/	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/index.html	(from )
20:39:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:06%20GMT	http://noodleth.com/26387fa4f5b1e3f7b6217b27d79bf264.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/26387fa4f5b1e3f7b6217b27d79bf264.0.delayed	(from https://noodleth.com/)
20:39:06	510/510	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Mar%202024%2001:39:07%20GMT	https://noodleth.com/26387fa4f5b1e3f7b6217b27d79bf264.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/26387fa4f5b1e3f7b6217b27d79bf264.png	(from https://noodleth.com/)
20:39:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:07%20GMT	http://noodleth.com/2d0b56e7e51cf11036ad8734bdb67e2d.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/2d0b56e7e51cf11036ad8734bdb67e2d.png	(from https://noodleth.com/)
20:39:06	1053/1053	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Mar%202024%2001:39:07%20GMT	https://noodleth.com/2d0b56e7e51cf11036ad8734bdb67e2d.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/2d0b56e7e51cf11036ad8734bdb67e2d.png	(from https://noodleth.com/)
20:39:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:07%20GMT	http://noodleth.com/725b756a69a7d4c235070e51acd85560.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/725b756a69a7d4c235070e51acd85560.png	(from https://noodleth.com/)
20:39:07	6245/6245	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Mar%202024%2001:39:08%20GMT	https://noodleth.com/725b756a69a7d4c235070e51acd85560.png	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/725b756a69a7d4c235070e51acd85560.png	(from https://noodleth.com/)
20:39:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:08%20GMT	http://noodleth.com/fonts/99ddc70a8ffa326837e6983f9aed0872.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/99ddc70a8ffa326837e6983f9aed0872.woff2	(from https://noodleth.com/)
20:39:07	15768/15768	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2017%20Mar%202024%2001:39:08%20GMT	https://noodleth.com/fonts/99ddc70a8ffa326837e6983f9aed0872.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/99ddc70a8ffa326837e6983f9aed0872.woff2	(from https://noodleth.com/)
20:39:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:08%20GMT	http://noodleth.com/fonts/881b8da5ad9b82b143ab37dcdf069c4c.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/881b8da5ad9b82b143ab37dcdf069c4c.woff2	(from https://noodleth.com/)
20:39:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:09%20GMT	http://noodleth.com/fonts/b13d468f88f904752a71651083120b9b.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/b13d468f88f904752a71651083120b9b.woff2	(from https://noodleth.com/)
20:39:09	89932/89932	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2017%20Mar%202024%2001:39:09%20GMT	https://noodleth.com/fonts/881b8da5ad9b82b143ab37dcdf069c4c.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/881b8da5ad9b82b143ab37dcdf069c4c.woff2	(from https://noodleth.com/)
20:39:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:10%20GMT	http://noodleth.com/fonts/e8e51b9875286101e41224d1f8f57146.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/e8e51b9875286101e41224d1f8f57146.woff2	(from https://noodleth.com/)
20:39:11	89852/89852	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2017%20Mar%202024%2001:39:10%20GMT	https://noodleth.com/fonts/b13d468f88f904752a71651083120b9b.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/b13d468f88f904752a71651083120b9b.woff2	(from https://noodleth.com/)
20:39:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:12%20GMT	http://noodleth.com/fonts/2f9ca4e3b153c05839a1665e2deae5bd.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/2f9ca4e3b153c05839a1665e2deae5bd.woff2	(from https://noodleth.com/)
20:39:12	93672/93672	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2017%20Mar%202024%2001:39:12%20GMT	https://noodleth.com/fonts/e8e51b9875286101e41224d1f8f57146.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/e8e51b9875286101e41224d1f8f57146.woff2	(from https://noodleth.com/)
20:39:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2001:39:13%20GMT	http://noodleth.com/fonts/f8f199f09526f79e87644ed227e0f651.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/f8f199f09526f79e87644ed227e0f651.woff2	(from https://noodleth.com/)
20:39:14	93796/93796	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2017%20Mar%202024%2001:39:13%20GMT	https://noodleth.com/fonts/2f9ca4e3b153c05839a1665e2deae5bd.woff2	C:/Users/Diego/Desktop/Robo%20webzittt/MUUDLE/noodleth.com/fonts/2f9ca4e3b153c05839a1665e2deae5bd.woff2	(from https://noodleth.com/)
